"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","lon","lat"
"263",3002438,"WITHDRAWN","UNIVERSITY OF MISSISSIPPI MEDICAL CENTER","Health Specialties Teachers, Postsecondary","ASSISTANT PROFESSOR OF ANESTHESIOLOGY","Y",34510,2011,"JACKSON, MISSISSIPPI",-90.1848103,32.2987573
"264",1078463,"CERTIFIED","GANTEC CORPORATION","SOFTWARE DEVELOPERS, APPLICATIONS","LEAD ANALYST","Y",67163,2015,"SCHAUMBURG, ILLINOIS",-88.0834059,42.0333607
"265",1307426,"CERTIFIED","BODHTREE SOLUTIONS,INC","Software Developers, Applications","SOFTWARE DEVELOPER","Y",90958,2014,"TRENTON, NEW JERSEY",-74.7429384,40.2170534
"266",2785860,"CERTIFIED","SERVISAIR LLC","Accountants and Auditors","AUDIT AND IMPLEMENTATION MANAGER","Y",56077,2011,"HOUSTON, TEXAS",-95.3698028,29.7604267
"267",2206082,"CERTIFIED","INFOSYS LIMITED","Computer Occupations, All Other","TECHNICAL TEST LEAD - US","Y",59738,2013,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"268",1269445,"WITHDRAWN","BROADCOM CORPORATION","Electrical Engineers","ENGINEER, SR STAFF - SYSTEMS DESIGN","Y",124176,2014,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
"269",1533908,"CERTIFIED","ETOUCH SYSTEMS CORPORATION","Computer Systems Analysts","SYSTEMS ANALYST","Y",79269,2014,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"270",303109,"CERTIFIED","ACCENTURE LLP","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE ARCHITECT","Y",86133,2016,"BROOMFIELD, COLORADO",-105.0866504,39.9205411
"271",127165,"CERTIFIED-WITHDRAWN","MEDCOMPS CORPORATION","COMPUTER SYSTEMS ANALYSTS","PROGRAMMER ANALYST","Y",79560,2016,"EAST PEORIA, ILLINOIS",-89.5800978,40.666149
"272",1204947,"CERTIFIED","SONY NETWORK ENTERTAINMENT INTERNATIONAL LLC","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE ENGINEER II","Y",92768,2015,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"273",373020,"CERTIFIED","VENTOIS, INC","SOFTWARE DEVELOPERS, APPLICATIONS","JAVA DEVELOPER","N",69160,2016,"SHREWSBURY, MASSACHUSETTS",-71.7128471,42.2959267
"274",301182,"CERTIFIED","EPIC SYSTEMS CORPORATION","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE DEVELOPER","N",55890,2016,"VERONA, WISCONSIN",-89.5331773,42.990831
"275",2371506,"DENIED","NAMBE, LLC","Wholesale and Retail Buyers, Except Farm Products","IMPORT PURCHASING/LOGISTICS","Y",37690,2012,"FRISCO, TEXAS",-96.8236116,33.1506744
"276",2546825,"CERTIFIED","SPECTRA EAST, INC. DBA SPECTRA LABORATORIES, A FRE","Compliance Officers","CLINICAL REGULATORY AFFAIRS SPECIALIST","Y",79082,2012,"ROCKLEIGH, NEW JERSEY",-73.930414,41.0003754
"277",2858443,"CERTIFIED-WITHDRAWN","STEELSUMMIT HOLDINGS, INC.","Market Research Analysts","MARKET RESEARCH ANALYST","Y",36150,2011,"CINCINNATI, OHIO",-84.5120196,39.1031182
"278",567262,"CERTIFIED-WITHDRAWN","CLEARESULT CONSULTING, INC.","ENGINEERS, ALL OTHER","ENERGY EFFICIENCY ENGINEER","N",67697,2016,"SAN BRUNO, CALIFORNIA",-122.4110835,37.6304904
"279",969642,"CERTIFIED","SHINEWELL TECHNOLOGIES INC.","COMPUTER PROGRAMMERS","SOFTWARE PROGRAMMER","Y",48110,2015,"IRVING, TEXAS",-96.9488945,32.8140177
"280",2146118,"CERTIFIED","THE MATHWORKS, INC.","Software Developers, Applications","SOFTWARE ENGINEER - MOBILE","Y",69805,2013,"NATICK, MASSACHUSETTS",-71.3468091,42.2775281
"281",1764910,"WITHDRAWN","GEORGE C WALLACE STATE COMMUNITY COLLEGE","Instructional Coordinators","INSTRUCTIONAL DESIGNER AND TRAINER","Y",45282,2014,"HANCEVILLE, ALABAMA",NA,NA
"282",1180699,"CERTIFIED","MANAGEMENT HEALTH SYSTEMS, INC.","OCCUPATIONAL THERAPISTS","OCCUPATIONAL THERAPIST","Y",58801.6,2015,"OLYMPIA, WASHINGTON",-122.9006951,47.0378741
"283",947286,"CERTIFIED","VIRTUSA CORPORATION","COMPUTER OCCUPATIONS, ALL OTHER","ASSOCIATE ARCHITECT","Y",97885,2015,"COLUMBIA, MARYLAND",-76.8610462,39.2037144
"284",178291,"CERTIFIED","INFOSYS LIMITED","COMPUTER SYSTEMS ANALYST","TECHNOLOGY LEAD - US - PRACTITIONER","Y",89149,2016,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
"285",2273430,"CERTIFIED","SHINHAN BANK","Computer Occupations, All Other*","COMPUTER ANALYST","N",43347.2,2012,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"286",936826,"CERTIFIED","UNDER ARMOUR, INC.","PURCHASING MANAGERS","DIRECTOR, STRATEGIC SOURCING - ASIA","Y",84822,2015,"BALTIMORE, MARYLAND",-76.6121893,39.2903848
"287",2214957,"CERTIFIED","SONY NETWORK ENTERTAINMENT INTERNATIONAL LLC","Software Developers, Applications","SENIOR SOFTWARE ENGINEER","Y",112674,2013,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"288",2958428,"CERTIFIED","ADVANSOFT WORLDWIDE INC","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","Y",71157,2011,"AUBURN HILLS, MICHIGAN",-83.2341028,42.6875323
"289",694836,"CERTIFIED","LUDWIG INSTITUTE FOR CANCER RESEARCH","BIOLOGICAL SCIENTISTS, ALL OTHER","POSTDOCTORAL RESEARCHER","Y",45240,2015,"LA JOLLA, CALIFORNIA",-117.2712717,32.8328112
"290",985247,"CERTIFIED","EMETEORS INC","COMPUTER PROGRAMMERS","PROGRAMMER ANALYST","Y",57000,2015,"MONTVILLE, NEW JERSEY",-74.383763,40.9148209
"291",1262497,"CERTIFIED","IFM INVESTORS (US) LLC","FINANCIAL MANAGERS","ASSET ADVISOR","Y",164923,2015,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"292",1262017,"CERTIFIED","WESTSIDE INTERNAL MEDICINE, PC","FAMILY AND GENERAL PRACTITIONERS","PHYSICIAN","Y",187199,2015,"PORTLAND, OREGON",-122.6764816,45.5230622
"293",1352520,"CERTIFIED","ACE HEALTHCARE RESOURCES, LLC","Physical Therapists","NYS LICENSED PHYSICAL THERAPIST","Y",64792,2014,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
"294",2857907,"CERTIFIED","PANTAR SOLUTIONS INC","Computer Software Engineers, Applications","DATA WAREHOUSE ENGINEER","Y",75316.8,2011,"SOUTH SAN FRANCISCO, CALIFORNIA",-122.4077498,37.654656
"295",60426,"CERTIFIED","SEVENBERRY CONSTRUCTION LLC","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",55370,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
"296",2193023,"DENIED","ENTERPRISE PALS INC","Computer Systems Analysts","PROGRAMMER ANALYST","Y",64314,2013,"OVERLAND PARK, KANSAS",-94.6707917,38.9822282
"297",2793013,"CERTIFIED","GOLDMAN, SACHS & CO.","Computer Systems Analysts","SENIOR TECHNOLOGY ANALYST","Y",69659,2011,"SALT LAKE CITY, UTAH",-111.8910474,40.7607793
"298",944092,"CERTIFIED","ADVANSOFT INTERNATIONAL INC","ACCOUNTANTS AND AUDITORS","SAP FUNCTIONAL ANALYST","Y",66914,2015,"FREMONT, CALIFORNIA",-121.9885719,37.5482697
"299",2965650,"DENIED","ZEECO, INC.","Engineers, All Other","PROJECT ENGINEER","Y",55203,2011,"BROKEN ARROW, OKLAHOMA",-95.7974526,36.060949
"300",2143914,"CERTIFIED","IBM CORPORATION","Management Analysts","MANAGING CONSULTANT","Y",72571,2013,"DALLAS, TEXAS",-96.7969879,32.7766642
"301",1949589,"CERTIFIED","ITECH US, INC.","Computer Systems Analysts","SYSTEMS ANALYST","Y",63648,2013,"PHOENIX, ARIZONA",-112.0740373,33.4483771
"302",2068367,"CERTIFIED","INTEL CORPORATION","Industrial Engineers","PROCESS ENGINEER","Y",92082,2013,"CHANDLER, ARIZONA",-111.8412502,33.3061605
"303",1432021,"CERTIFIED","RSM TECHNOLOGY SOLUTIONS, INC.","Software Developers, Applications","ASP.NET DEVELOPER","Y",62379,2014,"IRVING, TEXAS",-96.9488945,32.8140177
"304",975387,"CERTIFIED","INDUS IT VALLEY, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE ENGINEER","Y",63003,2015,"ST. LOUIS, MISSOURI",-90.1994042,38.6270025
"305",1777754,"CERTIFIED","CHEEK 2 CHEEK LLC","Music Directors and Composers","MUSICAL DIRECTOR","Y",38854,2014,"13 W.100TH STREET, NEW YORK",NA,NA
"306",36811,"CERTIFIED","IMS HEALTH, INC.","MANAGEMENT ANALYSTS","ANALYST-MC","N",51210,2016,"PLYMOUTH MEETING, PENNSYLVANIA",-75.2743467,40.1023319
"307",2252207,"CERTIFIED","JACOBS ENGINEERING GROUP INC.","Civil Engineers","CIVIL ENGINEER 3","Y",76253,2012,"DALLAS, TEXAS",-96.7969879,32.7766642
"308",830723,"CERTIFIED","LARSEN & TOUBRO INFOTECH LIMITED","COMPUTER PROGRAMMERS","COMPUTER PROGRAMMER","Y",63523,2015,"CHANDLER, ARIZONA",-111.8412502,33.3061605
"309",1069719,"CERTIFIED","EINSTEIN NOAH RESTAURANT GROUP, INC.","HUMAN RESOURCES MANAGERS","VICE PRESIDENT, HUMAN RESOURCES","Y",160139,2015,"LAKEWOOD, COLORADO",-105.0813734,39.7047095
"310",1152157,"CERTIFIED","INFOSYS LIMITED","COMPUTER SYSTEMS ANALYSTS","TECHNOLOGY ANALYST - US","Y",47923,2015,"MIAMISBURG, OHIO",-84.2866083,39.6428362
"311",2120802,"CERTIFIED","THE UNIVERSITY OF TENNESSEE","Foreign Language and Literature Teachers, Postseco","ASSISTANT PROFESSOR","Y",52503,2013,"KNOXVILLE, TENNESSEE",-83.9207392,35.9606384
"312",2960864,"CERTIFIED","L&L RESTAURANT EQUIPMENT CO.","Sales Managers","SALES MANAGER","Y",46654,2011,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
"313",2545496,"CERTIFIED","CSR TECHNOLOGY INC.","Software Developers, Applications","STAFF SOFTWARE ENGINEER","Y",99652.8,2012,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
"314",1944938,"CERTIFIED","CICC US SECURITIES, INC.","Financial Analysts","EQUITY STRATEGIST","Y",90085,2013,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"315",2356715,"CERTIFIED","SAGE IT, INC.","Computer Systems Analysts","PROGRAMMER ANALYST","Y",70866,2012,"EMERYVILLE, CALIFORNIA",-122.2852473,37.831316
"316",936463,"CERTIFIED","SITESPECT, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE WEB DEVELOPER","Y",61900,2015,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"317",2687432,"CERTIFIED","TUFTS MEDICAL CENTER","Medical Scientists, Except Epidemiologists","RESEARCH ASSOCIATE I","Y",39229,2011,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"318",136928,"CERTIFIED","ALLIED IT CONSULATANCY LLC","COMPUTER SYSTEMS ANALYSTS","COMPUTER SYSTEMS ANALYST","N",61797,2016,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
"319",1903301,"CERTIFIED","E-EMPHASYS TECHNOLOGIES INC","Software Developers, Applications","SOFTWARE ENGINEER","Y",79789,2013,"AUSTIN, TEXAS",-97.7430608,30.267153
"320",887984,"CERTIFIED","SUDHI INFOMATICS INC","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE ENGINEER","Y",62421,2015,"WESTERVILLE, OHIO",-82.9290696,40.1261743
"321",2758705,"CERTIFIED","NALCO COMPANY","Materials Engineers","R&D GROUP LEADER","Y",83845,2011,"NAPERVILLE, ILLINOIS",-88.1535352,41.7508391
"322",2001863,"CERTIFIED","DISTRICT 742 COMMUNITY SCHOOLS","Elementary School Teachers, Except Special Educati","CHINESE IMMERSION TEACHER (ELEMENTARY)","Y",33731,2013,"ST. CLOUD, MINNESOTA",-94.1632404,45.5579451
"323",2479995,"CERTIFIED","IDEXCEL, INC.","Software Developers, Applications","PROGRAMMER ANALYST","Y",78600,2012,"WEST CHESTER, PENNSYLVANIA",-75.6054882,39.9606643
"324",2759355,"DENIED","CVPATH INSTITUTE, INC.","Administrative Services Managers","PROGRAM & ADMINISTRATIVE COORDINATOR","Y",39083.2,2011,"GAITHERSBURG, MARYLAND",-77.2013705,39.1434406
"325",1353964,"CERTIFIED","ISITE TECHNOLOGIES INC","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","Y",60611,2014,"WILMINGTON, DELAWARE",-75.5397878,39.7390721
"326",948987,"DENIED","BILL ME LATER, INC.","COMPUTER SYSTEMS ANALYSTS","SENIOR PRODUCT MANAGER 1","Y",150082,2015,"TIMONIUM, MARYLAND",-76.6196915,39.4370508
"327",1392802,"CERTIFIED","APPLE INC.","Computer Systems Analysts","SW DEVELOP ENG 3","Y",96845,2014,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
"328",697504,"CERTIFIED","VANDERBILT UNIVERSITY","MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","POSTDOCTORAL SCHOLAR, RESEARCH","Y",37779,2015,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
"329",1715275,"CERTIFIED","JSMN INTERNATIONAL INC","Computer Programmers","PROGRAMMER ANALYST","Y",67059,2014,"CUMBERLAND, RHODE ISLAND",-71.4061876,41.9721816
"330",1917713,"CERTIFIED","ACCENTURE LLP","Computer Occupations, All Other","COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2","Y",59467,2013,"PASADENA, CALIFORNIA",-118.1445155,34.1477849
"331",1389361,"CERTIFIED","SOGETI USA, LLC","Computer Systems Analysts","SENIOR CONSULTANT","Y",69597,2014,"GREENVILLE, SOUTH CAROLINA",-82.3940104,34.8526176
"332",398166,"CERTIFIED","APPS ASSOCIATES, LLC","SOFTWARE DEVELOPERS, APPLICATIONS","SR. PRINCIPAL CONSULTANT","N",65083,2016,"SOMERSET, NEW JERSEY",-74.4884868,40.497604
"333",1553269,"CERTIFIED","UNIVERSITY OF ROCHESTER","Medical Scientists, Except Epidemiologists","POSTDOCTORAL RESEARCH ASSOCIATE","Y",37648,2014,"ROCHESTER, NEW YORK",-77.6109219,43.16103
"334",81598,"CERTIFIED-WITHDRAWN","ADAEQUARE INC","COMPUTER SYSTEMS ANALYSTS","COMPUTER SYSTEMS ANALYST","N",63336,2016,"CHANTILLY, VIRGINIA",-77.4310992,38.8942786
"335",2563855,"CERTIFIED","UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK, INC.","Preschool Teachers, Except Special Education","HEAD TEACHER","Y",35235,2012,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"336",2519440,"CERTIFIED","PHOTON INFOTECH, INC.","Computer Systems Analysts","BUSINESS ANALYST","Y",55349,2012,"RICHFIELD, MINNESOTA",-93.2830021,44.8832982
"337",1110283,"CERTIFIED","KENNEDY INTERNATIONAL SOFTWARE,INC","COMPUTER SYSTEMS ANALYSTS","BUSINESS SYSTEM ANALYST","Y",60091,2015,"STAFFORD, TEXAS",-95.5577221,29.6160671
"338",1681769,"CERTIFIED","ERP AND ERP CORP","Computer Systems Analysts","PROGRAMMER ANALYST","Y",60653,2014,"NEWTOWN, PENNSYLVANIA",-74.9322596,40.2283371
"339",732553,"CERTIFIED","WIPRO LIMITED","COMPUTER OCCUPATIONS, ALL OTHER","LEAD ENGINEER","Y",61381,2015,"FLORHAM PARK, NEW JERSEY",-74.3882072,40.787878
"340",1990383,"CERTIFIED","A1 KAISER INC","Computer Programmers","PROGRAMMER ANALYST","Y",47174,2013,"SCHAUMBURG, ILLINOIS",-88.0834059,42.0333607
"341",1402713,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","Computer Programmers","COMPUTER PROGRAMMER","Y",60216,2014,"BLOOMINGTON, ILLINOIS",-88.9936873,40.4842027
"342",280067,"CERTIFIED","SAMURAI INFOTECH LLC","COMPUTER PROGRAMMERS","SENIOR SOFTWARE ENGINEER","N",55390,2016,"CUMMING, GEORGIA",-84.1401926,34.2073196
"343",812658,"CERTIFIED","FRANK RONG CPA LLC","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","Y",31907,2015,"TALLAHASSEE, FLORIDA",-84.2807329,30.4382559
"344",2358357,"CERTIFIED","YASH & LUJAN CONSULTING, INC.","Computer Programmers","PROGRAMMER/ANALYST","Y",55598,2012,"TAMPA, FLORIDA",-82.4571776,27.950575
"345",792742,"CERTIFIED","INFOSYS LIMITED","COMPUTER SYSTEMS ANALYSTS","TECHNOLOGY LEAD - US","Y",75504,2015,"BEAVERTON, OREGON",-122.8037102,45.487062
"346",1862354,"CERTIFIED","BDO USA, LLP","Accountants and Auditors","TAX ASSOCIATE","Y",53414,2013,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"347",2189055,"CERTIFIED","LARSEN & TOUBRO LIMITED","Commercial and Industrial Designers","INDUSTRIAL DESIGNER","Y",39312,2013,"BARRE, VERMONT",NA,NA
"348",1938015,"CERTIFIED","CREDIT SUISSE ASSET MANAGEMENT LLC","Operations Research Analysts","ASSOCIATE","Y",96512,2013,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"349",1961723,"CERTIFIED","INFOVISION TECHNOLOGIES INC","Database Administrators","DATABASE ADMINISTRATOR","Y",70866,2013,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
"350",916129,"CERTIFIED","GENISIS TECHNOLOGY SOLUTIONS, INC.","COMPUTER SYSTEMS ANALYSTS","SR PROGRAMMER ANALYST","Y",79102,2015,"BRIDGEWATER, NEW JERSEY",-74.6049061,40.5939636
"351",479190,"CERTIFIED","ACCENTURE LLP","COMPUTER OCCUPATIONS, ALL OTHER","COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 2","N",64688,2016,"INDIANAPOLIS, INDIANA",-86.158068,39.768403
"352",1348521,"CERTIFIED","CONOCOPHILLIPS COMPANY","Petroleum Engineers","SR. RESERVOIR ENGINEER","Y",124238,2014,"HOUSTON, TEXAS",-95.3698028,29.7604267
"353",2648381,"CERTIFIED","BROSNA COMMUNICATIONS INTERNATIONAL, INC.","Electronics Engineers, Except Computer","RF ENGINEER","Y",64417.6,2011,"PLANO, TEXAS",-96.6988856,33.0198431
"354",922767,"CERTIFIED","ZIDDOS, INC.","COMPUTER PROGRAMMERS","PROGRAMMER ANALYST","Y",48110,2015,"IRVING, TEXAS",-96.9488945,32.8140177
"355",2175712,"CERTIFIED-WITHDRAWN","ASTIR IT SOLUTIONS INC.","Computer Programmers","PROJECT MANAGER","Y",53914,2013,"SOUTH PLAINFIELD, NEW JERSEY",-74.4115401,40.5792701
"356",76527,"CERTIFIED","ERNST & YOUNG U.S. LLP","FINANCIAL SPECIALISTS, ALL OTHER","ADVISORY SENIOR","Y",70221,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"357",1080830,"CERTIFIED","ANTRA INC.","COMPUTER PROGRAMMERS","JAVA DEVELOPER","Y",68286,2015,"ROCKVILLE, MARYLAND",-77.1527578,39.0839973
"358",2027158,"CERTIFIED","PHOTON INFOTECH,INC.","Computer Occupations, All Other","SENIOR QA ENGINEER","Y",43118,2013,"BERKELEY HEIGHTS, NEW JERSEY",-74.4310524,40.6808726
"359",1597289,"CERTIFIED","CORPUS CHRISTI INDEPENDENT SCHOOL DISTRICT","Middle School Teachers, Except Special and Career/","MATH TEACHER","Y",41590,2014,"CORPUS CHRISTI, TEXAS",-97.396381,27.8005828
"360",2898484,"CERTIFIED","MAYO CLINIC","Biochemists and Biophysicists","RESEARCH FELLOW","Y",35838,2011,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
"361",407516,"CERTIFIED","DELOITTE CONSULTING LLP","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","CONSULTANT","N",68536,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"362",1616304,"CERTIFIED","TEK SERVICES LLC","Computer Programmers","PROGRAMMER ANALYST","Y",57574,2014,"TEMECULA, CALIFORNIA",-117.1483648,33.4936391
"363",340204,"CERTIFIED","CYIENT, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SENIOR SOFTWARE ENGINEER","N",53893,2016,"PEORIA, ILLINOIS",-89.5889864,40.6936488
"364",565822,"CERTIFIED","BROCADE COMMUNICATIONS SYSTEMS, INC.","ENGINEERS, ALL OTHER","TECHNICAL PROGRAM MANAGER, ADVANCED MANUFACTURING","Y",122408,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"365",601127,"CERTIFIED","THE UNIVERSITY OF TENNESSEE","CHEMISTRY TEACHERS, POSTSECONDARY","ASSISTANT PROFESSOR","N",53123,2016,"KNOXVILLE, TENNESSEE",-83.9207392,35.9606384
"366",1624095,"CERTIFIED","MAXIM INTEGRATED PRODUCTS, INC.","Computer Systems Analysts","PROGRAM ANALYST","Y",61693,2014,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"367",2564028,"CERTIFIED-WITHDRAWN","SCHOENECKER'S, INC. (BI)","Computer Systems Analysts","TECHNICAL ANALYST","Y",76274,2012,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
"368",1331302,"CERTIFIED","SYNERGY FAMILY SERVICES, INC.","Mental Health Counselors","CLINICAL BILINGUAL THERAPIST","Y",51293,2014,"HYATTSVILLE, MARYLAND",-76.9455301,38.9559442
"369",2783707,"CERTIFIED","MICROFINANCE INTERNATIONAL CORPORATION","Accountants","ACCOUNTANT","Y",48963,2011,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"370",2121500,"CERTIFIED","FERMI RESEARCH ALLIANCE, LLC","Computer Systems Analysts, Non R&D","APPLICATIONS DEVELOPER AND SYSTEMS ANALYST II","N",58718.4,2013,"BATAVIA, ILLINOIS",-88.3125738,41.8500284
"371",370980,"CERTIFIED","INFOJINI INC","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE DEVELOPER","N",64938,2016,"COLUMBIA, SOUTH CAROLINA",-81.0348144,34.0007104
"372",1926308,"CERTIFIED","JOHNS HOPKINS UNIVERSITY","Biochemists and Biophysicists","POSTDOCTORAL RESEARCH FELLOW","Y",41954,2013,"BALTIMORE, MARYLAND",-76.6121893,39.2903848
"373",137532,"CERTIFIED","RELIABLE SOFTWARE RESOURCES, INC.","COMPUTER SYSTEMS ANALYSTS","PROGRAMMER ANALYST","N",58677,2016,"SCOTTSDALE, ARIZONA",-111.9260519,33.4941704
"374",2339978,"WITHDRAWN","BAYLOR COLLEGE OF MEDICINE","Biochemists and Biophysicists","POSTDOCTORAL ASSOCIATE/FELLOW","Y",36795.2,2012,"HOUSTON, TEXAS",-95.3698028,29.7604267
"375",1929092,"CERTIFIED","MC GOWAN BUILDERS, INC.","Construction Managers","PROJECT MANAGER","Y",71219.2,2013,"EAST RUTHERFORD, NEW JERSEY",-74.0970865,40.833989
"376",1760242,"CERTIFIED","CAPGEMINI FINANCIAL SERVICES USA INC","Management Analysts","SENIOR CONSULTANT/BUSINESS ANALYST","Y",68827,2014,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
"377",2389164,"CERTIFIED","TECHNOTEC, INC.","Software Developers, Applications","JAVA APPLICATION DEVELOPER","Y",67454,2012,"ARLINGTON, VIRGINIA",-77.1067698,38.8799697
"378",2982475,"CERTIFIED","GAZILLION, INC.","Software Developers, Applications","ENGINEERING DIRECTOR","Y",122200,2011,"SAN MATEO, CALIFORNIA",-122.3255254,37.5629917
"379",369821,"CERTIFIED","DELOITTE CONSULTING LLP","SOFTWARE DEVELOPERS, APPLICATIONS","SOLUTION ENGINEER","N",58781,2016,"NORFOLK, VIRGINIA",-76.2858726,36.8507689
"380",43308,"CERTIFIED","SAINT AUGUSTINE UNIVERSITY PARISH","FUNDRAISERS","FUNDRAISER","N",26520,2016,"PLATTEVILLE, WISCONSIN",-90.4784621,42.73416
"381",143074,"CERTIFIED","P2P SOFTTEK LLC","COMPUTER SYSTEMS ANALYSTS","COMPUTER SYSTEMS ANALYST","N",60029,2016,"FREMONT, CALIFORNIA",-121.9885719,37.5482697
"382",325997,"CERTIFIED","CAPGEMINI AMERICA INC","SOFTWARE DEVELOPERS, APPLICATIONS","APPLICATIONS CONSULTANT","Y",98030,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"383",2724891,"CERTIFIED","ACCENTURE LLP","Computer Programmers","COMPUTER PROGRAMMER/CONFIGURER 2","Y",62795,2011,"SAN RAMON, CALIFORNIA",-121.9780153,37.7799273
"384",1606208,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","Computer Occupations, All Other","TECHNICAL SPECIALIST","Y",60611,2014,"TOLEDO, OHIO",-83.555212,41.6639383
"385",2208914,"CERTIFIED","VARNAR INC","Computer Systems Analysts","PROGRAMMER ANALYST","Y",63336,2013,"WASHINGTON DC, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"386",1392325,"CERTIFIED","TECH MAHINDRA (AMERICAS), INC.","Computer Programmers","COMPUTER PROGRAMMER","Y",67995,2014,"FRANKLIN CITY, TENNESSEE",NA,NA
"387",1253857,"DENIED","STRATEGIC RESOURCE SERVICES, INC","HUMAN RESOURCES SPECIALISTS","MANAGER, HISPANIC MARKET RESEARCH & CANDIDATE DEVELOPMENT","N",30160,2015,"BELLEVUE, WASHINGTON",-122.2015159,47.6101497
"388",2499935,"CERTIFIED","INFOSYS LIMITED","Computer Systems Analysts","MODULE LEAD","Y",73861,2012,"FRAMINGHAM, MASSACHUSETTS",-71.4161565,42.279286
"389",1791219,"CERTIFIED","SYSINTELLI INC.","Computer Programmers","PROGRAMMER ANALYST","Y",57886,2013,"KANSAS CITY, MISSOURI",-94.5785667,39.0997265
"390",1437320,"CERTIFIED","INFAMATION TECHNOLOGIES GROUP, LLC","Software Developers, Applications","SENIOR IS SOFTWARE DEVELOPER","Y",80704,2014,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
"391",249691,"CERTIFIED","SIERRA INFOSYS, INC","COMPUTER PROGRAMMERS","PROGRAMMER ANALYST","N",58053,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"392",2032273,"CERTIFIED","LOGIC NETWORK SOLUTIONS INC","Database Administrators","SR.DATABASE ADMINISTRATOR","Y",67392,2013,"WOODBURY, MINNESOTA",-92.9593797,44.9238552
"393",424891,"CERTIFIED","ELECTRONIC ARTS, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","SOFTWARE ENGINEER II","Y",100942,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
"394",172978,"CERTIFIED","INFOSYS LIMITED","COMPUTER SYSTEMS ANALYST","TECHNOLOGY LEAD - US","Y",74984,2016,"SAINT PAUL, MINNESOTA",-93.0899578,44.9537029
"395",934137,"CERTIFIED","TECH MAHINDRA (AMERICAS),INC.","COMPUTER OCCUPATIONS, ALL OTHER","QUALITY ASSURANCE ANALYST","Y",61194,2015,"HOUSTON, TEXAS",-95.3698028,29.7604267
